Province,District,local_taxes,fees_charges,licences,levies,permits,com_ventures,total_OSR,Year,canonical_Province,canonical_District,matched_score_Province,matched_score_District,join_key,match_status,reconciliation_notes
Copperbelt,Kalulushi Municipal Council,78660186.0,5307912.0,1742368.0,260855.0,1861820.0,0.0,87833141.0,2023,Copperbelt,Kalulushi,Copperbelt,Kalulushi,2023::copperbelt::kalulushi,matched,council suffix removed: Kalulushi Municipal Council -> Kalulushi
Copperbelt,Kitwe City Council,103108229.0,33952206.0,1499034.0,8188637.0,10373730.0,0.0,157121836.0,2023,Copperbelt,Kitwe,Copperbelt,Kitwe,2023::copperbelt::kitwe,matched,council suffix removed: Kitwe City Council -> Kitwe
Copperbelt,Luanshya Municipal Council,34735934.41,7179164.0,1156873.0,202417.0,1467237.0,21637.0,44763262.41,2023,Copperbelt,Luanshya,Copperbelt,Luanshya,2023::copperbelt::luanshya,matched,council suffix removed: Luanshya Municipal Council -> Luanshya
Copperbelt,Lufwanyama,15996210.0,2881425.0,108418.0,765773.0,232149.0,0.0,19983975.0,2023,Copperbelt,Lufwanyama,Copperbelt,Lufwanyama,2023::copperbelt::lufwanyama,matched,
Copperbelt,Masaiti,11716196.0,422386.0,22001.0,889034.0,267579.0,29918.0,13347114.0,2023,Copperbelt,Masaiti,Copperbelt,Masaiti,2023::copperbelt::masaiti,matched,
Copperbelt,Mpongwe,625370.0,4792041.0,39928.0,1704802.0,379729.0,0.0,7541870.0,2023,Copperbelt,Mpongwe,Copperbelt,Mpongwe,2023::copperbelt::mpongwe,matched,
Copperbelt,Mufulira Municipal Council,54545749.0,12092346.0,1079499.0,0.0,1952491.0,0.0,69670085.0,2023,Copperbelt,Mufulira,Copperbelt,Mufulira,2023::copperbelt::mufulira,matched,council suffix removed: Mufulira Municipal Council -> Mufulira
Copperbelt,Ndola City Coucil,45214194.0,24594349.0,8055226.0,0.0,14955045.0,-142289.0,92676525.0,2023,Copperbelt,Ndola,Copperbelt,Ndola,2023::copperbelt::ndola,matched,council suffix removed: Ndola City Coucil -> Ndola
Eastern,Chadiza,72345.0,656933.0,25650.0,2045246.0,175984.0,0.0,2976158.0,2023,Eastern,Chadiza,Eastern,Chadiza,2023::eastern::chadiza,matched,
Eastern,Chama,71609.0,486384.0,8870.0,258120.0,91270.0,946578.0,1862831.0,2023,Muchinga,Chama,Muchiga,Chama,2023::muchinga::chama,matched,OSR province differs from score/admin geography: Eastern -> Muchinga; score province normalized: Muchiga -> Muchinga
Eastern,Chasefu,5799.0,665482.0,13000.0,285402.0,6180.0,0.0,975863.0,2023,Eastern,Chasefu,Eastern,Chasefu,2023::eastern::chasefu,matched,
Eastern,Chipangali,8473.0,669138.0,10570.0,601719.0,54715.0,0.0,1344615.0,2023,Eastern,Chipangali,Eastern,Chipangali,2023::eastern::chipangali,matched,
Eastern,Chipata City Council,8351400.0,13641207.0,2820646.0,481210.0,6395556.0,28130.0,31718149.0,2023,Eastern,Chipata,Eastern,Chipata,2023::eastern::chipata,matched,council suffix removed: Chipata City Council -> Chipata
Eastern,Kasenengwa,5213.0,1330572.0,82830.0,3048.0,394052.0,0.0,1815715.0,2023,Eastern,Kasenengwa,Eastern,Kasenengwa,2023::eastern::kasenengwa,matched,
Eastern,Katete,951415.0,2348180.0,132979.0,572203.0,530505.0,0.0,4535282.0,2023,Eastern,Katete,Eastern,Katete,2023::eastern::katete,matched,
Eastern,Lumezi,9450.0,659272.0,9000.0,249045.0,35990.0,0.0,962757.0,2023,Eastern,Lumezi,Eastern,Lumezi,2023::eastern::lumezi,matched,
Eastern,Lundazi,167923.0,2690615.0,62820.0,656047.0,398929.0,0.0,3976334.0,2023,Eastern,Lundazi,Eastern,Lundazi,2023::eastern::lundazi,matched,
Eastern,Lusangazi,6858.0,366885.0,42060.0,110472.0,42947.0,0.0,569222.0,2023,Eastern,Lusangazi,Eastern,Lusangazi,2023::eastern::lusangazi,matched,
Eastern,Mambwe,1314379.0,943489.0,36940.0,524147.0,234628.0,36255.0,3089838.0,2023,Eastern,Mambwe,Eastern,Mambwe,2023::eastern::mambwe,matched,
Eastern,NyimbaTown Council,1038986.0,2330731.0,32768.0,655748.0,375866.0,0.0,4434099.0,2023,Eastern,Nyimba,Eastern,Nyimba,2023::eastern::nyimba,matched,council suffix removed: NyimbaTown Council -> Nyimba
Eastern,Petauke,2090002.0,3274795.0,26702.0,943224.0,1401319.0,315000.0,8051042.0,2023,Eastern,Petauke,Eastern,Petauke,2023::eastern::petauke,matched,
Eastern,Sinda,89836.0,1128880.0,382772.0,570.0,85995.0,0.0,1688053.0,2023,Eastern,Sinda,Eastern,Sinda,2023::eastern::sinda,matched,
Eastern,Vubwi,12391.0,624867.0,5200.0,120950.0,12655.0,0.0,776063.0,2023,Eastern,Vubwi,Eastern,Vubwi,2023::eastern::vubwi,matched,
Luapula,Chembe,10364.0,3407201.0,14554.0,570710.0,148651.0,0.0,4151480.0,2023,Luapula,Chembe,Luapula,Chembe,2023::luapula::chembe,matched,
Luapula,Chiengi,18990.0,471435.0,1169.0,770477.0,44054.0,783199.0,2089324.0,2023,Luapula,Chiengi,Luapula,Chiengi,2023::luapula::chiengi,matched,
Luapula,Chifunabuli,8560.0,284493.0,112856.0,37883.0,79309.0,0.0,523101.0,2023,Luapula,Chifunabuli,Luapula,Chifunabuli,2023::luapula::chifunabuli,matched,
Luapula,Chipili,6842.0,703401.0,400.0,48424.0,1000.0,-15135.0,744932.0,2023,Luapula,Chipili,Luapula,Chipili,2023::luapula::chipili,matched,
Luapula,Kawambwa,438731.25,2738515.67,326963.7,9645.0,423780.3,47126.0,3984761.92,2023,Luapula,Kawambwa,Luapula,Kawambwa,2023::luapula::kawambwa,matched,
Luapula,Lunga,1943.0,700.0,0.0,68561.0,0.0,-55521.0,15683.0,2023,Luapula,Lunga,Luapula,Lunga,2023::luapula::lunga,matched,
Luapula,Mansa Municipal Council,2011214.0,4979300.0,151313.0,2826366.0,1985803.0,851902.0,12805898.0,2023,Luapula,Mansa,Luapula,Mansa,2023::luapula::mansa,matched,council suffix removed: Mansa Municipal Council -> Mansa
Luapula,Milenge,17380.0,587187.0,9105.0,53097.0,3630.0,0.0,670399.0,2023,Luapula,Milengi,Luapula,Milengi,2023::luapula::milengi,matched,district spelling normalized: Milenge -> Milengi
Luapula,Mwansabombwe,10177.0,589333.0,325.0,99539.0,231420.0,0.0,930794.0,2023,Luapula,Mwansabombwe,Luapula,Mwansabombwe,2023::luapula::mwansabombwe,matched,
Luapula,Mwense,1341103.0,1725345.0,17590.0,235416.0,168709.0,0.0,3488163.0,2023,Luapula,Mwense,Luapula,Mwense,2023::luapula::mwense,matched,
Luapula,Nchelenge,67589.0,1337225.0,50.0,872460.0,85355.0,0.0,2362679.0,2023,Luapula,Nchelenge,Luapula,Nchelenge,2023::luapula::nchelenge,matched,
Luapula,Samfya,545943.0,789134.0,10193.0,814531.0,404647.0,0.0,2564448.0,2023,Luapula,Samfya,Luapula,Samfya,2023::luapula::samfya,matched,
Lusaka,Chilanga,5665774.0,2518416.0,3348031.0,3426320.0,1387537.0,0.0,16346078.0,2023,Lusaka,Chilanga,Lusaka,Chilanga,2023::lusaka::chilanga,matched,
Lusaka,Chongwe Municipal Council,15381745.0,13973102.0,898621.0,5885613.0,3958748.0,147178.0,40245007.0,2023,Lusaka,Chongwe,Lusaka,Chongwe,2023::lusaka::chongwe,matched,council suffix removed: Chongwe Municipal Council -> Chongwe
Lusaka,Kafue,10227532.0,9660148.0,3149826.0,1035255.0,3348590.0,0.0,27421351.0,2023,Lusaka,Kafue,Lusaka,Kafue,2023::lusaka::kafue,matched,
Lusaka,Luangwa,292377.13,1368573.44,289401.0,1740302.0,113420.0,0.0,3804073.57,2023,Lusaka,Luangwa,Lusaka,Luangwa,2023::lusaka::luangwa,matched,
Lusaka,Lusaka City Council,86342712.0,133779291.0,4367999.0,42514418.0,62707520.0,2700000.0,332411940.0,2023,Lusaka,Lusaka,Lusaka,Lusaka,2023::lusaka::lusaka,matched,council suffix removed: Lusaka City Council -> Lusaka
Lusaka,Rufunsa,21682.0,2706701.0,114405.0,240306.0,135779.0,230203.0,3449076.0,2023,Lusaka,Rufunsa,Lusaka,Rufunsa,2023::lusaka::rufunsa,matched,
Muchinga,Chinsali Municipal Council,1379471.0,4045524.0,195469.0,845782.0,753001.0,49048.0,7268295.0,2023,Muchinga,Chinsali,Muchiga,Chinsali,2023::muchinga::chinsali,matched,council suffix removed: Chinsali Municipal Council -> Chinsali; score province normalized: Muchiga -> Muchinga
Muchinga,Isoka,205144.0,2464817.0,8630.0,742316.0,431438.0,51284.0,3903629.0,2023,Muchinga,Isoka,Muchiga,Isoka,2023::muchinga::isoka,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Kanchibiya,10155.0,708616.0,0.0,52154.0,40238.0,0.0,811163.0,2023,Muchinga,Kanchibiya,Muchiga,Kanchibiya,2023::muchinga::kanchibiya,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Lavushimanda,2750.0,1007392.0,0.0,61538.0,106695.0,0.0,1178375.0,2023,Muchinga,Lavushimanda,Muchiga,Lavushimanda,2023::muchinga::lavushimanda,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Mafinga,7254.0,1007056.0,5960.0,314739.0,65563.0,0.0,1400572.0,2023,Muchinga,Mafinga,Muchiga,Mafinga,2023::muchinga::mafinga,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Mpika,2218971.0,7075273.0,83027.0,1010707.0,958979.0,190592.0,11537549.0,2023,Muchinga,Mpika,Muchiga,Mpika,2023::muchinga::mpika,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Nakonde,10057.0,32215657.0,209514.0,1344869.0,2179644.0,0.0,35959741.0,2023,Muchinga,Nakonde,Muchiga,Nakonde,2023::muchinga::nakonde,matched,score province normalized: Muchiga -> Muchinga
Muchinga,Shiwang'andu,78138.0,1018737.0,11200.0,120958.0,49350.0,0.0,1278383.0,2023,Muchinga,Shiwang'andu,Muchiga,Shiwang'Andu,2023::muchinga::shiwang andu,matched,score province normalized: Muchiga -> Muchinga; score district normalized: Shiwang'Andu -> Shiwang'andu
North Western,Chavuma,417690.0,1029967.0,11833.0,282748.0,25707.0,0.0,1767945.0,2023,North-Western,Chavuma,North-Western,Chavuma,2023::north western::chavuma,matched,province normalized: North Western -> North-Western
North Western,Ikelenge,15210.0,292183.0,121312.0,204089.0,4445.0,0.0,637239.0,2023,North-Western,Ikelenge,North-Western,Ikelenge,2023::north western::ikelenge,matched,province normalized: North Western -> North-Western
North Western,Kabompo,1217542.0,1092288.0,3335.0,1463266.0,181942.0,0.0,3958373.0,2023,North-Western,Kabompo,North-Western,Kabompo,2023::north western::kabompo,matched,province normalized: North Western -> North-Western
North Western,Kalumbila,115382365.0,5101904.0,180726.0,1228933.0,263255.0,0.0,122157183.0,2023,North-Western,Kalumbila,North-Western,Kalumbila,2023::north western::kalumbila,matched,province normalized: North Western -> North-Western
North Western,Kasempa,1581726.0,1849648.0,64155.0,823350.0,53495.0,0.0,4372374.0,2023,North-Western,Kasempa,North-Western,Kasempa,2023::north western::kasempa,matched,province normalized: North Western -> North-Western
North Western,Manyinga,25551.0,562209.0,10901.0,1505243.0,33035.0,0.0,2136939.0,2023,North-Western,Manyinga,North-Western,Manyinga,2023::north western::manyinga,matched,province normalized: North Western -> North-Western
North Western,Mufumbwe,6213.0,1640696.0,300.0,1359325.0,94152.0,0.0,3100686.0,2023,North-Western,Mufumbwe,North-Western,Mufumbwe,2023::north western::mufumbwe,matched,province normalized: North Western -> North-Western
North Western,Mushindamo,9289.0,5375671.4,72606.0,49163.1,255075.0,0.0,5761804.5,2023,North-Western,Mushindano,North-Western,Mushindano,2023::north western::mushindano,matched,province normalized: North Western -> North-Western; district spelling normalized: Mushindamo -> Mushindano
North Western,Mwinilunga,37050.0,1170105.0,556790.0,905207.0,124213.0,0.0,2793365.0,2023,North-Western,Mwinilunga,North-Western,Mwinilunga,2023::north western::mwinilunga,matched,province normalized: North Western -> North-Western
North Western,Solwezi Municipal Council,80326212.0,6805577.0,266093.0,2716847.0,1686980.0,-11565.0,91790144.0,2023,North-Western,Solwezi,North-Western,Solwezi,2023::north western::solwezi,matched,province normalized: North Western -> North-Western; council suffix removed: Solwezi Municipal Council -> Solwezi
North Western,Zambezi,169128.0,1760496.0,100462.0,400564.0,30932.0,0.0,2461582.0,2023,North-Western,Zambezi,North-Western,Zambezi,2023::north western::zambezi,matched,province normalized: North Western -> North-Western
Northern ,Chilubi,24427.0,488841.0,4050.0,193397.0,5600.0,0.0,716315.0,2023,Northern,Chilubi,Northern,Chilubi,2023::northern::chilubi,matched,
Northern ,Kaputa,20715.0,656451.0,10145.0,214558.0,41392.0,0.0,943261.0,2023,Northern,Kaputa,Northern,Kaputa,2023::northern::kaputa,matched,
Northern,Kasama Municipal Council,2921932.0,13149129.0,390632.0,2432963.0,1735061.0,0.0,20629717.0,2023,Northern,Kasama,Northern,Kasama,2023::northern::kasama,matched,council suffix removed: Kasama Municipal Council -> Kasama
Northern ,Lunte,863.0,255481.0,9149.0,76558.0,1001.0,0.0,343052.0,2023,Northern,Lunte,Northern,Lunte,2023::northern::lunte,matched,
Northern ,Lupososhi,9825.0,404487.0,8464.0,54796.0,58892.0,0.0,536464.0,2023,Northern,Lupososhi,Northern,Lupososhi,2023::northern::lupososhi,matched,
Northern ,Luwingu,83891.0,1718347.0,29462.0,12828.0,297078.0,0.0,2141606.0,2023,Northern,Luwingu,Northern,Luwingu,2023::northern::luwingu,matched,
Northern,Mbala Municipal Council,1120009.0,2293205.0,145046.0,312303.0,198549.0,5728.0,4074840.0,2023,Northern,Mbala,Northern,Mbala,2023::northern::mbala,matched,council suffix removed: Mbala Municipal Council -> Mbala
Northern ,Mporokoso,187574.0,871487.0,121817.0,188773.0,46817.0,0.0,1416468.0,2023,Northern,Mporokoso,Northern,Mporokoso,2023::northern::mporokoso,matched,
Northern ,Mpulungu,1895828.0,947685.0,272492.0,1015812.0,88105.0,8702.0,4228624.0,2023,Northern,Mpulungu,Northern,Mpulungu,2023::northern::mpulungu,matched,
Northern ,Mungwi,126586.0,519710.0,178705.0,1856.0,35728.0,134334.0,996919.0,2023,Northern,Mungwi,Northern,Mungwi,2023::northern::mungwi,matched,
Northern ,Nsama,4410.0,408851.0,200.0,179815.0,50248.0,2900.0,646424.0,2023,Northern,Nsama,Northern,Nsama,2023::northern::nsama,matched,
Northern ,Senga Hill,57870.0,644925.0,93698.0,255.0,4650.0,0.0,801398.0,2023,Northern,Senga Hill,Northern,Senga Hill,2023::northern::senga hill,matched,
Southern,Chikankata,12659968.0,1080163.0,0.0,0.0,0.0,0.0,13740131.0,2023,Southern,Chikankanta,Southern,Chikankanta,2023::southern::chikankanta,matched,district spelling normalized: Chikankata -> Chikankanta
Southern,Chirundu,325162.0,19134695.0,220900.0,163188.0,1522608.0,0.0,21366553.0,2023,Lusaka,Chirundu,Lusaka,Chirundu,2023::lusaka::chirundu,matched,OSR province differs from score/admin geography: Southern -> Lusaka
Southern,Choma Municipal Council,2836852.0,5879223.0,1141030.0,2034891.0,2294673.0,185206.0,14371875.0,2023,Southern,Choma,Southern,Choma,2023::southern::choma,matched,council suffix removed: Choma Municipal Council -> Choma
Southern,Gwembe,70165.0,545796.0,15300.0,722990.0,38750.0,0.0,1393001.0,2023,Southern,Gwembe,Southern,Gwembe,2023::southern::gwembe,matched,
Southern,Kalomo,926322.0,8495466.0,40790.0,560153.0,396530.0,-7739.0,10411522.0,2023,Southern,Kalomo,Southern,Kalomo,2023::southern::kalomo,matched,
Southern,Kazungula,396680.0,14521836.0,21450.0,887574.0,229015.0,0.0,16056555.0,2023,Southern,Kazungula,Southern,Kazungula,2023::southern::kazungula,matched,
Southern,Livingstone City Council,27794731.0,8138144.0,721580.0,5791640.0,4248788.0,0.0,46694883.0,2023,Southern,Livingstone,Southern,Livingstone,2023::southern::livingstone,matched,council suffix removed: Livingstone City Council -> Livingstone
Southern,Mazabuka Municipal Council,5492067.0,18752101.0,1442764.0,131044.0,1604766.0,42096.0,27464838.0,2023,Southern,Mazabuka,Southern,Mazabuka,2023::southern::mazabuka,matched,council suffix removed: Mazabuka Municipal Council -> Mazabuka
Southern,Monze,920780.0,2242374.0,198638.0,802735.0,1764705.0,0.0,5929232.0,2023,Southern,Monze,Southern,Monze,2023::southern::monze,matched,
Southern,Namwala,109433.0,1142806.0,63590.0,2096304.0,293393.0,0.0,3705526.0,2023,Southern,Namwala,Southern,Namwala,2023::southern::namwala,matched,
Southern,Pemba,19891.0,806210.0,65563.0,273847.0,65264.0,0.0,1230775.0,2023,Southern,Pemba,Southern,Pemba,2023::southern::pemba,matched,
Southern,Siavonga,7417345.0,4208325.0,119230.0,9011599.0,329117.0,0.0,21085616.0,2023,Southern,Siavonga,Southern,Siavonga,2023::southern::siavonga,matched,
Southern,Sinazongwe,4895758.0,911687.0,821094.0,3311859.0,192964.0,0.0,10133362.0,2023,Southern,Sinazongwe,Southern,Sinazongwe,2023::southern::sinazongwe,matched,
Southern,Zimba,128665.0,1802093.0,87261.0,478570.0,200434.0,0.0,2697023.0,2023,Southern,Zimba,Southern,Zimba,2023::southern::zimba,matched,
Western,Kalabo,3686.0,448713.0,22575.0,111418.0,81187.0,0.0,667579.0,2023,Western,Kalabo,Western,Kalabo,2023::western::kalabo,matched,
Western,Kaoma,478365.0,1887060.0,126550.0,2272602.0,213820.0,0.0,4978397.0,2023,Western,Kaoma,Western,Kaoma,2023::western::kaoma,matched,
Western,Limulunga,20385.0,277922.0,38469.0,287753.0,22136.0,18328.0,664993.0,2023,Western,Limulunga,Western,Limulunga,2023::western::limulunga,matched,
Western,Luampa,16118.0,311311.0,26513.0,510364.0,5120.0,0.0,869426.0,2023,Western,Luampa,Western,Luampa,2023::western::luampa,matched,
Western,Lukulu,15503.0,907691.0,5773.0,666148.0,20690.0,0.0,1615805.0,2023,Western,Lukulu,Western,Lukulu,2023::western::lukulu,matched,
Western,Mitete,13665.0,1285584.0,550.0,5498.0,500.0,104150.0,1409947.0,2023,Western,Mitete,Western,Mitete,2023::western::mitete,matched,
Western,Mongu Municipal Council,1644548.0,4196332.0,269994.0,1689328.0,2050095.0,0.0,9850297.0,2023,Western,Mongu,Western,Mongu,2023::western::mongu,matched,council suffix removed: Mongu Municipal Council -> Mongu
Western,Mulobezi,15260.0,625566.0,8130.0,148206.0,39192.0,0.0,836354.0,2023,Western,Mulobezi,Western,Mulobezi,2023::western::mulobezi,matched,
Western,Mwandi,6442.0,178955.0,8790.0,145331.0,22895.0,0.0,362413.0,2023,Western,Mwandi,Western,Mwandi,2023::western::mwandi,matched,
Western,Nalolo,12983.0,65583.0,6900.0,309740.0,0.0,0.0,395206.0,2023,Western,Nalolo,Western,Nalolo,2023::western::nalolo,matched,
Western,Nkeyema,16390.0,231852.0,6680.0,1022458.0,26564.0,0.0,1303944.0,2023,Western,Nkeyema,Western,Nkeyema,2023::western::nkeyema,matched,
Western,Senanga,287309.0,694457.0,431327.0,132914.0,185421.0,529517.0,2260945.0,2023,Western,Senanga,Western,Senanga,2023::western::senanga,matched,
Western,Sesheke,197993.0,3195911.0,95800.0,848673.0,234990.0,0.0,4573367.0,2023,Western,Sesheke,Western,Sesheke,2023::western::sesheke,matched,
Western,Shangombo,19885.0,1557143.0,1064.0,699809.0,1600.0,0.0,2279501.0,2023,Western,Shangombo,Western,Shangombo,2023::western::shangombo,matched,
Western,Sikongo,11598.0,624414.0,6140.0,19794.0,1200.0,139395.0,802541.0,2023,Western,Sikongo,Western,Sikongo,2023::western::sikongo,matched,
Western,Sioma,16133.0,210500.0,5250.0,153659.0,4500.0,0.0,390042.0,2023,Western,Sioma,Western,Sioma,2023::western::sioma,matched,
Central,Chibombo,131007.0,3860941.0,1119305.0,2926839.0,3661552.0,-4916.0,18084664.0,2024,Central,Chibombo,Central,Chibombo,2024::central::chibombo,matched,
Central,Chisamba,69545.0,2326051.0,394884.0,829453.0,364239.0,88157.0,6138827.0,2024,Central,Chisamba,Central,Chisamba,2024::central::chisamba,matched,
Central,Chitambo,4405.0,73529.0,34858.0,41002.0,55358.0,-3653.0,205499.0,2024,Central,Chitambo,Central,Chitambo,2024::central::chitambo,matched,
Central,Itezhi-tezhi,54939.0,1130319.0,155411.0,1082632.0,313007.0,0.0,6825889.0,2024,Central,Itezhi-tezhi,Central,Itezhi-Tezhi,2024::central::itezhi tezhi,matched,score district normalized: Itezhi-Tezhi -> Itezhi-tezhi
Central,Kabwe Municipal Council,493281.0,8465607.0,814916.0,2349426.0,6424932.0,-7999.0,34062938.0,2024,Central,Kabwe,Central,Kabwe,2024::central::kabwe,matched,council suffix removed: Kabwe Municipal Council -> Kabwe
Central,Kapiri Mposhi,76535.0,13500257.0,466130.0,2460216.0,972270.0,18756.0,19948659.0,2024,Central,Kapiri Mposhi,Central,Kapiri Mposhi,2024::central::kapiri mposhi,matched,
Central,Luano,28466.0,212235.0,73327.0,138050.0,140387.0,-74987.0,2474576.0,2024,Central,Luano,Central,Luano,2024::central::luano,matched,
Central,Mkushi,88457.0,1301777.0,43200.0,4694326.0,658306.0,17819.0,6842939.0,2024,Central,Mkushi,Central,Mkushi,2024::central::mkushi,matched,
Central,Mumbwa,60552.0,6317310.0,674646.0,3771696.0,1973344.0,8514.0,14838063.0,2024,Central,Mumbwa,Central,Mumbwa,2024::central::mumbwa,matched,
Central,Ngabwe,8169.0,1566295.0,36000.0,153051.0,1418.0,40244.0,1805177.0,2024,Central,Ngabwe,Central,Ngabwe,2024::central::ngabwe,matched,
Central,Serenje,77614.0,5282549.0,283570.0,1520496.0,705550.0,10654.0,8349605.0,2024,Central,Serenje,Central,Serenje,2024::central::serenje,matched,
Central,Shibuyunji,62406.0,792295.0,55600.0,236461.0,160072.0,0.0,6774770.0,2024,Central,Shibuyunji,Central,Shibuyunji,2024::central::shibuyunji,matched,
Copperbelt,Chililabombwe Municipal Council,139929.0,35725357.0,1097387.0,23725392.0,4220786.0,0.0,92528348.0,2024,Copperbelt,Chililabombwe,Copperbelt,Chililabombwe,2024::copperbelt::chililabombwe,matched,council suffix removed: Chililabombwe Municipal Council -> Chililabombwe
Copperbelt,Chingola Municipal Council,158312.0,8554475.0,690806.0,3177161.0,4673349.0,0.0,94630089.0,2024,Copperbelt,Chingola,Copperbelt,Chingola,2024::copperbelt::chingola,matched,council suffix removed: Chingola Municipal Council -> Chingola
Copperbelt,Kalulushi Municipal Council,222327.0,3862315.0,1778070.0,128972.0,1553297.0,0.0,105847539.0,2024,Copperbelt,Kalulushi,Copperbelt,Kalulushi,2024::copperbelt::kalulushi,matched,council suffix removed: Kalulushi Municipal Council -> Kalulushi
Copperbelt,Kitwe City Council,421093.0,26987694.0,1276633.0,12745201.0,18198555.0,0.0,277757083.0,2024,Copperbelt,Kitwe,Copperbelt,Kitwe,2024::copperbelt::kitwe,matched,council suffix removed: Kitwe City Council -> Kitwe
Copperbelt,Luanshya Municipal Council,130171.7,4246210.36,574198.3,1775250.68,2164261.7,22353.0,48779706.53,2024,Copperbelt,Luanshya,Copperbelt,Luanshya,2024::copperbelt::luanshya,matched,council suffix removed: Luanshya Municipal Council -> Luanshya
Copperbelt,Lufwanyama,86921.0,2747345.0,498966.0,269427.0,615632.0,26723.0,21827691.0,2024,Copperbelt,Lufwanyama,Copperbelt,Lufwanyama,2024::copperbelt::lufwanyama,matched,
Copperbelt,Masaiti,11349.0,389034.0,1938.0,2366089.0,193446.0,21626.0,16636796.0,2024,Copperbelt,Masaiti,Copperbelt,Masaiti,2024::copperbelt::masaiti,matched,
Copperbelt,Mpongwe,13408.0,1561613.0,59991.0,3735670.0,322821.0,0.0,5999887.0,2024,Copperbelt,Mpongwe,Copperbelt,Mpongwe,2024::copperbelt::mpongwe,matched,
Copperbelt,Mufulira Municipal Council,154389.0,10798292.0,346792.0,1680237.0,2622237.0,76332.0,62404360.0,2024,Copperbelt,Mufulira,Copperbelt,Mufulira,2024::copperbelt::mufulira,matched,council suffix removed: Mufulira Municipal Council -> Mufulira
Copperbelt,Ndola City Council,204511.0,20526835.0,8932905.0,420868.0,16890946.0,3649.0,100999264.0,2024,Copperbelt,Ndola,Copperbelt,Ndola,2024::copperbelt::ndola,matched,council suffix removed: Ndola City Council -> Ndola
Eastern,Chadiza,25669.0,647609.0,32214.0,2950570.0,262816.0,0.0,3960211.0,2024,Eastern,Chadiza,Eastern,Chadiza,2024::eastern::chadiza,matched,
Eastern,Chama,46462.0,656700.0,25300.0,327435.0,118186.0,816827.0,2003515.0,2024,Muchinga,Chama,Muchiga,Chama,2024::muchinga::chama,matched,OSR province differs from score/admin geography: Eastern -> Muchinga; score province normalized: Muchiga -> Muchinga
Eastern,Chasefu,18728.0,280117.0,1945.0,173782.0,10765.0,0.0,485337.0,2024,Eastern,Chasefu,Eastern,Chasefu,2024::eastern::chasefu,matched,
Eastern,Chipangali,31125.0,103837.0,26675.0,1275192.0,87596.0,0.0,1524425.0,2024,Eastern,Chipangali,Eastern,Chipangali,2024::eastern::chipangali,matched,
Eastern,Chipata City Council,218933.0,9056789.0,4141907.0,1724687.0,4975934.0,186130.0,30736011.0,2024,Eastern,Chipata,Eastern,Chipata,2024::eastern::chipata,matched,council suffix removed: Chipata City Council -> Chipata
Eastern,Kasenengwa,20985.0,406083.0,123545.0,182841.0,335490.0,0.0,1068944.0,2024,Eastern,Kasenengwa,Eastern,Kasenengwa,2024::eastern::kasenengwa,matched,
Eastern,Katete,27928.0,2140683.0,151960.0,619082.0,1065344.0,77349.0,5032332.0,2024,Eastern,Katete,Eastern,Katete,2024::eastern::katete,matched,
Eastern,Lumezi,9678.0,378320.0,8900.0,164333.0,24977.0,71620.22,657828.22,2024,Eastern,Lumezi,Eastern,Lumezi,2024::eastern::lumezi,matched,
Eastern,Lundazi,76653.0,2349082.0,146536.0,763055.0,395834.0,280871.0,4110759.0,2024,Eastern,Lundazi,Eastern,Lundazi,2024::eastern::lundazi,matched,
Eastern,Lusangazi,9438.0,290911.0,15750.0,108112.0,24940.0,0.0,449151.0,2024,Eastern,Lusangazi,Eastern,Lusangazi,2024::eastern::lusangazi,matched,
Eastern,Mambwe,30968.0,872130.0,33400.0,714013.0,274395.0,5659.0,5161633.0,2024,Eastern,Mambwe,Eastern,Mambwe,2024::eastern::mambwe,matched,
Eastern,Nyimba,28672.0,2467561.0,46588.0,1242878.0,633861.0,78912.0,5207177.0,2024,Eastern,Nyimba,Eastern,Nyimba,2024::eastern::nyimba,matched,
Eastern,Petauke,71375.0,2513729.0,54060.0,967314.0,1277054.0,82161.0,6727675.0,2024,Eastern,Petauke,Eastern,Petauke,2024::eastern::petauke,matched,
Eastern,Sinda,17338.0,878827.0,306233.0,134452.0,108550.0,0.0,1489581.0,2024,Eastern,Sinda,Eastern,Sinda,2024::eastern::sinda,matched,
Eastern,Vubwi,24588.0,517339.0,5435.0,169084.0,11630.0,19867.0,747943.0,2024,Eastern,Vubwi,Eastern,Vubwi,2024::eastern::vubwi,matched,
Luapula,Chembe,19775.0,4170831.0,46226.0,919400.0,173741.0,0.0,5329973.0,2024,Luapula,Chembe,Luapula,Chembe,2024::luapula::chembe,matched,
Luapula,Chienge,35951.0,616570.0,2924.0,877943.0,68731.0,287159.0,1889278.0,2024,Luapula,Chiengi,Luapula,Chiengi,2024::luapula::chiengi,matched,district spelling normalized: Chienge -> Chiengi
Luapula,Chifunabuli,24276.0,742681.0,190296.0,129976.0,163475.0,0.0,1250704.0,2024,Luapula,Chifunabuli,Luapula,Chifunabuli,2024::luapula::chifunabuli,matched,
